"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U650","2020-03-22 00:00:00","442.000","351.000","1.300","20.000","0.900","964.800","","0.000","-99.000","-99.000","-99.000","26.500","","16.400",""
"C0D660","2020-03-22 00:00:00","65.000","272.000","0.900","22.600","0.810","1006.400","","0.000","-99.000","-99.000","-99.000","27.000","","20.000",""
"C0E540","2020-03-22 00:00:00","32.000","222.000","2.400","22.800","0.830","1010.600","","0.000","-99.000","-99.000","-99.000","27.700","","19.600",""
"C0W170","2020-03-22 00:00:00","42.000","181.000","5.900","17.100","0.880","1006.700","","0.000","-99.000","-99.000","-99.000","18.900","","14.200",""
"C0Z150","2020-03-22 00:00:00","27.000","223.000","1.400","21.900","0.980","1012.300","","0.000","-99.000","-99.000","-99.000","25.800","","18.800",""
"C0S840","2020-03-22 00:00:00","22.000","239.000","1.700","21.900","0.940","1014.100","","0.000","-99.000","-99.000","-99.000","27.700","","19.500",""
"C0H9A0","2020-03-22 00:00:00","1595.000","0.000","0.000","15.100","0.820","848.800","","0.000","-99.000","-99.000","-99.000","23.300","","10.300",""
"C0Z300","2020-03-22 00:00:00","182.000","162.000","1.200","21.200","0.990","995.600","","0.000","-99.000","-99.000","-99.000","29.400","","18.400",""
"C0G730","2020-03-22 00:00:00","27.000","160.000","0.800","22.500","0.960","1012.600","","0.000","-99.000","-99.000","-99.000","25.900","","19.100",""
"C0V730","2020-03-22 00:00:00","33.000","354.000","0.900","24.000","0.950","1012.300","","0.000","-99.000","-99.000","-99.000","28.500","","21.700",""
"C0SA00","2020-03-22 00:00:00","466.000","0.000","0.000","19.100","1.000","962.700","","0.000","-99.000","-99.000","-99.000","25.600","","16.800",""
"C0S900","2020-03-22 00:00:00","27.000","166.000","3.800","25.100","0.870","1013.100","","0.000","-99.000","-99.000","-99.000","27.600","","23.100",""
"C0X190","2020-03-22 00:00:00","10.000","35.000","0.300","23.500","0.900","1013.900","","0.000","-99.000","-99.000","-99.000","27.600","","20.900",""
"C0S950","2020-03-22 00:00:00","415.000","114.000","0.500","20.200","0.950","967.500","","0.000","-99.000","-99.000","-99.000","26.100","","17.700",""
"C0I530","2020-03-22 00:00:00","3014.000","224.000","7.100","6.500","0.990","704.300","","-99.000","-99.000","-99.000","-99.000","10.200","","2.300",""
"C0M670","2020-03-22 00:00:00","43.000","119.000","0.900","23.100","0.860","1009.500","","0.000","-99.000","-99.000","-99.000","29.100","","20.000",""
"C0Z061","2020-03-22 00:00:00","174.000","109.000","1.000","20.600","0.990","998.500","","0.000","-99.000","-99.000","-99.000","31.100","","18.900",""
"C0M730","2020-03-22 00:00:00","40.000","130.000","0.400","23.800","0.820","1009.800","","0.000","-99.000","-99.000","-99.000","30.900","","20.400",""
"C0U750","2020-03-22 00:00:00","398.000","261.000","4.400","19.000","1.000","968.600","","0.000","-99.000","-99.000","-99.000","22.400","","17.100",""
"C0A650","2020-03-22 00:00:00","287.000","0.000","0.000","18.100","0.990","982.000","","0.000","-99.000","-99.000","-99.000","28.900","","16.900",""
"C0K400","2020-03-22 00:00:00","65.000","139.000","1.100","23.200","0.950","1007.900","","0.000","-99.000","-99.000","-99.000","28.300","","19.800",""
"C0I370","2020-03-22 00:00:00","671.000","0.000","0.000","20.300","0.900","941.100","","0.000","-99.000","-99.000","-99.000","28.300","","15.900",""
"C0S750","2020-03-22 00:00:00","2280.000","317.000","0.500","12.900","0.690","776.200","","0.000","-99.000","-99.000","-99.000","18.400","","8.500",""
"C0R650","2020-03-22 00:00:00","29.000","66.000","0.600","23.200","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","29.200","","20.400",""
"C0E740","2020-03-22 00:00:00","27.000","239.000","2.600","23.400","1.000","1004.400","","0.000","-99.000","-99.000","-99.000","28.000","","19.600",""
"C0AI20","2020-03-22 00:00:00","25.000","250.000","1.900","22.900","0.720","1011.100","","0.000","-99.000","-99.000","-99.000","23.500","","18.000",""
"C0E550","2020-03-22 00:00:00","84.000","260.000","3.300","23.100","0.720","1004.600","","0.000","-99.000","-99.000","-99.000","27.600","","18.900",""
"C0X060","2020-03-22 00:00:00","19.000","9.000","0.600","22.900","0.900","1014.800","","0.000","-99.000","-99.000","-99.000","29.100","","18.700",""
"C0R510","2020-03-22 00:00:00","31.000","22.000","0.600","23.900","0.870","1011.200","","0.000","-99.000","-99.000","-99.000","29.600","","21.400",""
"C0AC60","2020-03-22 00:00:00","55.000","0.000","0.100","22.000","0.990","1007.900","","0.000","-99.000","-99.000","-99.000","29.800","","19.600",""
"C0UA70","2020-03-22 00:00:00","547.000","340.000","3.800","18.900","0.990","953.300","","0.500","-99.000","-99.000","-99.000","24.600","","16.700",""
"C0G740","2020-03-22 00:00:00","24.000","131.000","1.100","22.500","0.900","1012.300","","0.000","-99.000","-99.000","-99.000","26.000","","20.000",""
"C0F9N0","2020-03-22 00:00:00","75.000","191.000","1.300","24.500","0.780","1005.800","","0.000","-99.000","-99.000","-99.000","28.100","","20.700",""
"C0F9T0","2020-03-22 00:00:00","111.000","185.000","1.300","23.500","0.830","1001.100","","0.000","-99.000","-99.000","-99.000","27.100","","19.400",""
"C0S710","2020-03-22 00:00:00","382.000","168.000","0.300","20.600","0.940","973.000","","0.000","-99.000","-99.000","-99.000","27.300","","17.100",""
"C0M680","2020-03-22 00:00:00","37.000","0.000","0.000","23.300","0.920","1012.400","","0.000","-99.000","-99.000","-99.000","28.700","","19.600",""
"C0X220","2020-03-22 00:00:00","26.000","0.000","0.000","23.100","0.850","1012.200","","0.000","-99.000","-99.000","-99.000","26.700","","19.700",""
"C0R560","2020-03-22 00:00:00","22.000","352.000","0.900","23.400","0.870","1013.600","","0.000","-99.000","-99.000","-99.000","28.900","","21.100",""
"C0F9P0","2020-03-22 00:00:00","26.000","212.000","1.100","23.100","0.920","1012.200","","0.000","-99.000","-99.000","-99.000","27.000","","19.900",""
"C0O970","2020-03-22 00:00:00","71.000","109.000","1.400","21.300","0.940","1007.300","","0.000","-99.000","-99.000","-99.000","31.800","","18.300",""
"C0F0B0","2020-03-22 00:00:00","311.000","258.000","1.200","22.400","0.760","979.000","","0.000","-99.000","-99.000","-99.000","26.900","","16.900",""
"C0R700","2020-03-22 00:00:00","19.000","53.000","2.900","21.600","0.900","1013.600","","0.000","-99.000","-99.000","-99.000","26.800","","20.000",""
"C0R620","2020-03-22 00:00:00","34.000","175.000","0.800","23.900","0.900","1012.000","","0.000","-99.000","-99.000","-99.000","27.200","","21.800",""
"C0C660","2020-03-22 00:00:00","176.000","14.000","0.300","21.200","0.880","994.000","","0.500","-99.000","-99.000","-99.000","26.900","","18.400",""
"C0SA10","2020-03-22 00:00:00","411.000","190.000","1.000","20.800","0.940","968.900","","0.000","-99.000","-99.000","-99.000","28.700","","18.000",""
"C0C480","2020-03-22 00:00:00","105.000","0.000","0.000","22.900","0.770","1001.900","","0.000","-99.000","-99.000","-99.000","28.900","","19.500",""
"C0U970","2020-03-22 00:00:00","7.000","0.000","0.000","21.700","0.900","1014.400","","0.000","-99.000","-99.000","-99.000","27.400","","18.700",""
"C0R340","2020-03-22 00:00:00","230.000","12.000","0.600","19.500","1.000","988.700","","0.000","-99.000","-99.000","-99.000","29.400","","17.600",""
"C0M750","2020-03-22 00:00:00","10.000","131.000","1.100","23.300","0.890","1013.800","","0.000","-99.000","-99.000","-99.000","26.000","","20.200",""
"C0I110","2020-03-22 00:00:00","161.000","127.000","1.300","23.300","0.840","997.400","","0.000","-99.000","-99.000","-99.000","29.000","","20.200",""
"C0V370","2020-03-22 00:00:00","74.000","71.000","0.300","20.800","0.960","1007.800","","0.000","-99.000","-99.000","-99.000","30.900","","18.100",""
"C0C690","2020-03-22 00:00:00","242.000","192.000","0.800","20.900","0.770","986.300","","0.000","-99.000","-99.000","-99.000","26.900","","18.100",""
"C0A540","2020-03-22 00:00:00","401.000","0.000","0.000","18.300","0.980","968.600","","0.000","-99.000","-99.000","-99.000","27.200","","15.800",""
"C0SA60","2020-03-22 00:00:00","6.000","319.000","0.300","22.500","0.870","1013.800","","0.000","-99.000","-99.000","-99.000","27.900","","19.400",""
"C0H950","2020-03-22 00:00:00","192.000","0.000","0.000","22.400","0.870","993.000","","0.000","-99.000","-99.000","-99.000","29.700","","17.500",""
"C0O960","2020-03-22 00:00:00","112.000","43.000","0.800","21.900","0.870","1001.700","","0.000","-99.000","-99.000","-99.000","30.000","","19.000",""
"C0E880","2020-03-22 00:00:00","507.000","189.000","4.200","20.800","0.990","956.900","","0.000","-99.000","-99.000","-99.000","25.700","","18.200",""
"C0AH10","2020-03-22 00:00:00","30.000","155.000","1.500","23.700","1.000","1010.200","","0.000","-99.000","-99.000","-99.000","29.700","","20.600",""
"C0R680","2020-03-22 00:00:00","13.000","306.000","1.600","22.200","0.960","1013.900","","0.000","-99.000","-99.000","-99.000","27.100","","20.200",""
"C0X210","2020-03-22 00:00:00","38.000","95.000","0.800","22.900","0.910","1009.200","","0.000","-99.000","-99.000","-99.000","28.600","","19.200",""
"C0D430","2020-03-22 00:00:00","87.000","0.000","0.000","20.300","0.980","1002.800","","0.000","-99.000","-99.000","-99.000","28.400","","18.700",""
"C0AD30","2020-03-22 00:00:00","20.000","0.000","0.000","23.600","0.770","1009.900","","0.000","-99.000","-99.000","-99.000","28.100","","20.700",""
"C0R240","2020-03-22 00:00:00","87.000","21.000","0.500","20.700","0.950","1005.100","","0.000","-99.000","-99.000","-99.000","30.200","","18.700",""
"C0AI30","2020-03-22 00:00:00","26.000","0.000","0.000","23.300","0.880","1012.000","","0.000","-99.000","-99.000","-99.000","28.900","","20.700",""
"C0U960","2020-03-22 00:00:00","1885.000","358.000","1.800","10.300","0.970","816.700","","0.000","-99.000","-99.000","-99.000","17.600","","6.400",""
"C0T9E0","2020-03-22 00:00:00","415.000","0.000","0.100","19.800","0.930","969.100","","0.000","-99.000","-99.000","-99.000","26.600","","16.900",""
"C0D550","2020-03-22 00:00:00","1956.000","164.000","1.200","15.100","0.730","813.200","","0.000","-99.000","-99.000","-99.000","19.900","","11.200",""
"C0C630","2020-03-22 00:00:00","209.000","197.000","1.400","21.400","0.840","990.200","","0.000","-99.000","-99.000","-99.000","27.400","","18.400",""
"C0V720","2020-03-22 00:00:00","15.000","23.000","0.400","25.000","0.860","1014.000","","0.000","-99.000","-99.000","-99.000","27.700","","22.200",""
"C0UA60","2020-03-22 00:00:00","566.000","177.000","1.300","18.200","0.990","950.600","","0.500","-99.000","-99.000","-99.000","25.500","","15.700",""
"C0A980","2020-03-22 00:00:00","11.000","0.000","0.000","22.200","0.840","1013.700","","0.000","-99.000","-99.000","-99.000","27.700","","19.400",""
"C0C670","2020-03-22 00:00:00","250.000","131.000","0.800","20.500","0.890","985.700","","0.000","-99.000","-99.000","-99.000","26.900","","18.000",""
"C0K550","2020-03-22 00:00:00","15.000","134.000","0.900","22.400","0.910","1013.600","","0.000","-99.000","-99.000","-99.000","27.700","","19.500",""
"C0R350","2020-03-22 00:00:00","35.000","338.000","1.000","21.700","0.950","1011.300","","0.000","-99.000","-99.000","-99.000","28.600","","18.500",""
"C0T9F0","2020-03-22 00:00:00","251.000","341.000","0.400","20.500","0.970","986.500","","0.000","-99.000","-99.000","-99.000","27.100","","18.000",""
"C0D390","2020-03-22 00:00:00","146.000","0.000","0.000","20.500","0.940","995.800","","0.000","-99.000","-99.000","-99.000","28.500","","17.400",""
"C0E430","2020-03-22 00:00:00","258.000","0.000","0.000","19.700","0.950","987.800","","0.000","-99.000","-99.000","-99.000","27.400","","16.800",""
"C0O990","2020-03-22 00:00:00","18.000","0.000","0.100","21.600","0.990","1013.100","","0.000","-99.000","-99.000","-99.000","31.000","","19.400",""
"CM0010","2020-03-22 00:00:00","68.000","0.000","0.000","21.200","0.840","1006.900","","0.000","-99.000","-99.000","-99.000","29.500","","19.800",""
"C0K500","2020-03-22 00:00:00","12.000","138.000","1.300","22.500","0.990","1012.400","","0.000","-99.000","-99.000","-99.000","28.200","","19.500",""
"C0X260","2020-03-22 00:00:00","39.000","100.000","0.700","23.100","0.890","1011.200","","0.000","-99.000","-99.000","-99.000","28.700","","19.300",""
"C0ACA0","2020-03-22 00:00:00","25.000","0.000","0.000","22.900","0.880","1010.200","","0.000","-99.000","-99.000","-99.000","28.000","","20.200",""
"C0X180","2020-03-22 00:00:00","62.000","119.000","0.400","23.000","0.990","1007.200","","0.000","-99.000","-99.000","-99.000","29.800","","19.400",""
"C0F930","2020-03-22 00:00:00","100.000","207.000","0.400","23.600","0.920","1002.700","","0.000","-99.000","-99.000","-99.000","28.100","","18.900",""
"C0I010","2020-03-22 00:00:00","1562.000","102.000","1.200","17.100","0.680","851.200","","0.000","-99.000","-99.000","-99.000","22.900","","12.400",""
"C0R190","2020-03-22 00:00:00","32.000","0.000","0.000","22.100","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","30.100","","19.200",""
"C0E420","2020-03-22 00:00:00","19.000","275.000","1.400","22.400","0.820","1009.700","","0.000","-99.000","-99.000","-99.000","27.400","","19.600",""
"C0I460","2020-03-22 00:00:00","110.000","217.000","1.700","23.900","0.840","1002.700","","0.000","-99.000","-99.000","-99.000","29.600","","20.600",""
"C0A9F0","2020-03-22 00:00:00","35.000","220.000","0.600","23.700","0.780","1010.600","","0.000","-99.000","-99.000","-99.000","30.300","","20.800",""
"C0F9A0","2020-03-22 00:00:00","425.000","258.000","0.600","21.100","0.890","966.800","","0.000","-99.000","-99.000","-99.000","26.700","","18.800",""
"C0O950","2020-03-22 00:00:00","4.000","0.000","0.000","22.600","0.970","1014.200","","0.000","-99.000","-99.000","-99.000","28.000","","19.800",""
"C0M760","2020-03-22 00:00:00","40.000","0.000","0.200","23.200","0.870","1010.600","","0.000","-99.000","-99.000","-99.000","29.000","","20.000",""
"C0AH70","2020-03-22 00:00:00","34.000","0.000","0.000","23.400","0.720","1010.700","","0.000","-99.000","-99.000","-99.000","30.200","","21.200",""
"C0V250","2020-03-22 00:00:00","298.000","98.000","0.900","21.100","0.900","981.300","","0.000","-99.000","-99.000","-99.000","32.000","","18.500",""
"C0U980","2020-03-22 00:00:00","573.000","325.000","2.600","17.200","1.000","951.100","","0.000","-99.000","-99.000","-99.000","25.500","","15.200",""
"C0S740","2020-03-22 00:00:00","289.000","266.000","0.300","19.900","0.990","983.400","","0.000","-99.000","-99.000","-99.000","27.500","","18.200",""
"C0A940","2020-03-22 00:00:00","49.000","0.000","0.200","22.600","0.800","1008.400","","0.000","-99.000","-99.000","-99.000","24.300","","16.700",""
"C0A920","2020-03-22 00:00:00","196.000","245.000","2.500","23.300","0.650","990.500","","0.000","7.700","254.000","","25.500","","18.800",""
"C0T870","2020-03-22 00:00:00","135.000","0.000","0.000","18.200","0.990","999.400","","0.000","-99.000","-99.000","-99.000","27.200","","15.500",""
"C0O930","2020-03-22 00:00:00","69.000","211.000","0.800","22.300","1.000","1007.200","","0.000","-99.000","-99.000","-99.000","32.400","","18.200",""
"C0AI40","2020-03-22 00:00:00","37.000","0.000","0.100","24.200","0.690","1010.300","","0.000","-99.000","-99.000","-99.000","28.200","","20.200",""
"C0C460","2020-03-22 00:00:00","482.000","0.000","0.000","19.100","0.930","960.500","","0.000","-99.000","-99.000","-99.000","27.600","","17.600",""
"C0E520","2020-03-22 00:00:00","320.000","202.000","1.500","21.400","0.870","978.700","","0.000","-99.000","-99.000","-99.000","29.100","","16.100",""
"C0T9D0","2020-03-22 00:00:00","7.000","0.000","0.000","20.500","0.970","1014.500","","0.000","-99.000","-99.000","-99.000","28.100","","18.400",""
"C0I390","2020-03-22 00:00:00","1184.000","42.000","0.500","17.200","0.910","888.800","","0.000","-99.000","-99.000","-99.000","24.500","","12.100",""
"C0B020","2020-03-22 00:00:00","86.000","205.000","5.200","21.700","0.870","1002.500","","0.000","-99.000","-99.000","-99.000","25.900","","19.800",""
"CM0170","2020-03-22 00:00:00","106.000","102.000","1.800","22.200","0.990","1003.800","","0.000","-99.000","-99.000","-99.000","26.900","","19.500",""
"C0F860","2020-03-22 00:00:00","2215.000","209.000","2.200","13.800","0.860","784.000","","0.000","-99.000","-99.000","-99.000","18.200","","7.200",""
"C0U890","2020-03-22 00:00:00","116.000","302.000","0.300","21.200","0.990","1002.100","","0.000","-99.000","-99.000","-99.000","27.400","","17.500",""
"C0G800","2020-03-22 00:00:00","15.000","182.000","1.600","22.700","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","26.200","","19.600",""
"C0F850","2020-03-22 00:00:00","379.000","158.000","0.800","21.600","0.850","971.200","","0.000","-99.000","-99.000","-99.000","27.300","","16.900",""
"C0AH50","2020-03-22 00:00:00","275.000","204.000","1.300","21.800","0.920","982.700","","0.000","-99.000","-99.000","-99.000","26.700","","17.900",""
"C0Z160","2020-03-22 00:00:00","124.000","0.000","0.000","21.000","0.920","1003.900","","0.000","-99.000","-99.000","-99.000","28.100","","17.900",""
"C0R540","2020-03-22 00:00:00","17.000","18.000","1.000","23.200","0.890","1013.300","","0.000","-99.000","-99.000","-99.000","27.900","","21.300",""
"C0K480","2020-03-22 00:00:00","56.000","144.000","0.700","22.900","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","27.200","","19.300",""
"C0H890","2020-03-22 00:00:00","440.000","0.000","0.000","21.700","0.840","965.000","","0.000","-99.000","-99.000","-99.000","29.100","","17.200",""
"C0S770","2020-03-22 00:00:00","375.000","237.000","0.600","20.200","0.980","972.500","","0.000","-99.000","-99.000","-99.000","25.800","","16.800",""
"C0X230","2020-03-22 00:00:00","29.000","120.000","0.400","22.800","0.890","1013.200","","0.000","-99.000","-99.000","-99.000","27.300","","18.900",""
"C0B010","2020-03-22 00:00:00","38.000","212.000","3.100","23.100","0.850","1007.400","","0.000","-99.000","-99.000","-99.000","25.600","","19.300",""
"C0R490","2020-03-22 00:00:00","49.000","0.000","0.000","23.200","0.880","1009.300","","0.000","-99.000","-99.000","-99.000","29.900","","20.900",""
"C0V440","2020-03-22 00:00:00","27.000","345.000","0.300","22.800","0.800","1011.900","","0.000","-99.000","-99.000","-99.000","29.100","","20.000",""
"C0SA40","2020-03-22 00:00:00","200.000","0.000","0.200","19.100","0.970","992.900","","0.000","-99.000","-99.000","-99.000","29.000","","17.800",""
"C0Z280","2020-03-22 00:00:00","224.000","234.000","0.300","20.500","0.990","990.800","","0.000","-99.000","-99.000","-99.000","29.100","","18.500",""
"C0Z070","2020-03-22 00:00:00","247.000","0.000","0.000","20.100","0.990","986.400","","0.000","-99.000","-99.000","-99.000","29.400","","18.400",""
"CM0180","2020-03-22 00:00:00","313.000","0.000","0.000","20.800","0.930","981.000","","0.000","-99.000","-99.000","-99.000","30.400","","18.200",""
"C0T9N0","2020-03-22 00:00:00","261.000","191.000","1.600","21.000","0.920","985.700","","0.000","-99.000","-99.000","-99.000","29.100","","18.500",""
"C0K470","2020-03-22 00:00:00","97.000","107.000","1.500","22.400","0.990","1003.500","","0.000","-99.000","-99.000","-99.000","27.800","","18.900",""
"C0R720","2020-03-22 00:00:00","214.000","228.000","2.800","22.100","0.920","991.100","","0.000","-99.000","-99.000","-99.000","27.900","","20.500",""
"C0V650","2020-03-22 00:00:00","28.000","45.000","1.200","23.400","0.890","1014.100","","0.000","-99.000","-99.000","-99.000","26.000","","20.500",""
"C0H9C0","2020-03-22 00:00:00","3402.000","315.000","1.300","5.900","0.970","678.900","","0.000","-99.000","-99.000","-99.000","10.100","","0.600",""
"C0U780","2020-03-22 00:00:00","15.000","0.000","0.200","21.800","0.990","1013.000","","0.000","-99.000","-99.000","-99.000","27.700","","18.200",""
"C0U760","2020-03-22 00:00:00","22.000","0.000","0.000","19.500","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","27.200","","18.300",""
"C0X290","2020-03-22 00:00:00","10.000","161.000","0.900","23.500","0.880","1014.100","","0.000","-99.000","-99.000","-99.000","25.400","","20.700",""
"C0E830","2020-03-22 00:00:00","37.000","201.000","2.800","23.400","0.790","1009.900","","0.000","-99.000","-99.000","-99.000","27.000","","19.800",""
"C0K330","2020-03-22 00:00:00","38.000","145.000","1.400","22.700","0.990","1010.100","","0.000","-99.000","-99.000","-99.000","28.600","","19.300",""
"C0M660","2020-03-22 00:00:00","40.000","140.000","0.900","22.700","0.920","1010.900","","0.000","-99.000","-99.000","-99.000","28.400","","19.400",""
"C0D580","2020-03-22 00:00:00","120.000","0.000","0.000","19.900","0.970","1000.200","","0.000","-99.000","-99.000","-99.000","26.500","","18.400",""
"C0E810","2020-03-22 00:00:00","53.000","208.000","2.100","22.200","0.870","1008.500","","0.000","-99.000","-99.000","-99.000","26.900","","18.800",""
"C0G830","2020-03-22 00:00:00","27.000","138.000","1.800","22.700","0.990","1010.500","","0.000","-99.000","-99.000","-99.000","26.700","","19.500",""
"C0A550","2020-03-22 00:00:00","422.000","0.000","0.000","17.000","1.000","967.500","","0.500","-99.000","-99.000","-99.000","26.700","","15.400",""
"C0G750","2020-03-22 00:00:00","31.000","134.000","1.100","22.600","0.900","1012.200","","-99.000","-99.000","-99.000","-99.000","26.300","","19.400",""
"C0Z270","2020-03-22 00:00:00","343.000","350.000","1.000","21.100","0.930","976.500","","0.000","-99.000","-99.000","-99.000","24.800","","17.700",""
"C0UA30","2020-03-22 00:00:00","1397.000","222.000","0.600","17.900","0.760","862.700","","0.500","-99.000","-99.000","-99.000","21.400","","12.500",""
"C0I080","2020-03-22 00:00:00","536.000","0.000","0.000","20.400","0.890","958.300","","0.000","-99.000","-99.000","-99.000","28.900","","16.800",""
"C0UA00","2020-03-22 00:00:00","392.000","200.000","1.100","18.800","0.900","971.000","","0.000","-99.000","-99.000","-99.000","29.300","","14.400",""
"C0AD40","2020-03-22 00:00:00","32.000","0.000","0.000","21.600","0.890","1010.400","","0.000","-99.000","-99.000","-99.000","29.200","","19.200",""
"C0G900","2020-03-22 00:00:00","20.000","206.000","2.500","23.500","0.910","1011.400","","0.000","-99.000","-99.000","-99.000","26.100","","20.900",""
"C0S660","2020-03-22 00:00:00","794.000","209.000","1.600","16.500","0.970","928.800","","0.000","-99.000","-99.000","-99.000","25.100","","14.900",""
"C0M640","2020-03-22 00:00:00","155.000","0.000","0.000","22.800","0.840","997.300","","0.000","-99.000","-99.000","-99.000","28.400","","19.200",""
"C0R660","2020-03-22 00:00:00","20.000","103.000","1.400","22.500","0.900","1013.900","","0.000","-99.000","-99.000","-99.000","26.100","","21.200",""
"C0U770","2020-03-22 00:00:00","5.000","334.000","3.400","20.800","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","26.900","","18.900",""
"C0UA10","2020-03-22 00:00:00","1711.000","326.000","1.100","14.700","0.890","834.400","","0.500","-99.000","-99.000","-99.000","20.500","","7.900",""
"C0V770","2020-03-22 00:00:00","26.000","45.000","0.800","22.900","0.820","1012.400","","0.000","-99.000","-99.000","-99.000","28.700","","20.400",""
"C0E730","2020-03-22 00:00:00","26.000","284.000","0.600","23.500","0.760","1009.300","","0.000","-99.000","-99.000","-99.000","28.400","","20.500",""
"C0V810","2020-03-22 00:00:00","32.000","0.000","0.000","23.400","0.840","1010.800","","0.000","-99.000","-99.000","-99.000","25.500","","21.100",""
"C0A9C0","2020-03-22 00:00:00","35.000","322.000","0.900","24.300","0.720","1010.700","","0.000","-99.000","-99.000","-99.000","29.300","","19.600",""
"C0X310","2020-03-22 00:00:00","9.000","0.000","0.000","23.100","0.880","1015.000","","0.000","-99.000","-99.000","-99.000","25.200","","20.400",""
"C0K280","2020-03-22 00:00:00","23.000","86.000","0.600","22.200","0.970","1014.500","","0.000","-99.000","-99.000","-99.000","28.900","","18.800",""
"C0M650","2020-03-22 00:00:00","20.000","101.000","1.600","22.600","0.920","1013.100","","0.000","-99.000","-99.000","-99.000","27.600","","19.500",""
"C0S910","2020-03-22 00:00:00","212.000","0.000","0.000","22.700","0.990","992.800","","0.000","-99.000","-99.000","-99.000","25.300","","21.900",""
"C0D570","2020-03-22 00:00:00","15.000","217.000","0.500","22.300","0.880","1012.300","","0.000","-99.000","-99.000","-99.000","27.200","","19.200",""
"C0M710","2020-03-22 00:00:00","15.000","140.000","1.900","23.500","0.860","1013.500","","0.000","-99.000","-99.000","-99.000","24.900","","20.000",""
"C0V490","2020-03-22 00:00:00","20.000","357.000","1.100","24.100","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","27.200","","22.400",""
"C0E870","2020-03-22 00:00:00","34.000","261.000","2.500","23.200","0.780","1011.500","","0.000","-99.000","-99.000","-99.000","28.300","","20.000",""
"C0M800","2020-03-22 00:00:00","440.000","0.000","0.000","21.300","0.850","966.500","","0.000","-99.000","-99.000","-99.000","29.000","","18.400",""
"C0A570","2020-03-22 00:00:00","360.000","0.000","0.100","18.700","0.980","974.400","","0.000","-99.000","-99.000","-99.000","28.000","","15.300",""
"C0S790","2020-03-22 00:00:00","236.000","239.000","0.400","21.100","0.930","990.100","","0.000","-99.000","-99.000","-99.000","28.300","","18.800",""
"C0D590","2020-03-22 00:00:00","143.000","219.000","1.800","21.600","0.930","998.300","","0.000","-99.000","-99.000","-99.000","26.100","","18.300",""
"C0U990","2020-03-22 00:00:00","31.000","181.000","0.700","21.600","0.960","1011.600","","0.000","-99.000","-99.000","-99.000","27.700","","18.300",""
"C0M700","2020-03-22 00:00:00","150.000","0.000","0.000","22.500","0.920","998.600","","0.000","-99.000","-99.000","-99.000","29.600","","18.300",""
"C0A970","2020-03-22 00:00:00","96.000","319.000","1.500","21.800","0.990","1004.000","","0.000","-99.000","-99.000","-99.000","24.000","","19.300",""
"CM0110","2020-03-22 00:00:00","7.000","225.000","0.400","22.900","0.820","1014.300","","-99.000","-99.000","-99.000","-99.000","25.800","","20.200",""
"C0S940","2020-03-22 00:00:00","150.000","325.000","0.900","22.000","0.870","997.300","","0.000","-99.000","-99.000","-99.000","28.500","","19.900",""
"C0X250","2020-03-22 00:00:00","33.000","0.000","0.000","23.700","0.830","1011.500","","0.000","-99.000","-99.000","-99.000","28.700","","20.300",""
"C0K520","2020-03-22 00:00:00","10.000","144.000","1.600","22.700","0.910","1012.800","","0.000","-99.000","-99.000","-99.000","27.400","","19.600",""
"C0Z200","2020-03-22 00:00:00","153.000","263.000","0.700","19.800","0.990","998.500","","0.000","-99.000","-99.000","-99.000","27.700","","17.400",""
"C0V740","2020-03-22 00:00:00","60.000","319.000","1.300","23.000","0.880","1009.700","","0.000","-99.000","-99.000","-99.000","30.300","","20.000",""
"C0V790","2020-03-22 00:00:00","410.000","333.000","0.800","21.000","0.880","968.600","","0.000","-99.000","-99.000","-99.000","29.700","","19.100",""
"C0G860","2020-03-22 00:00:00","45.000","164.000","0.300","23.700","0.880","1009.000","","0.000","-99.000","-99.000","-99.000","28.600","","20.300",""
"C0Z250","2020-03-22 00:00:00","1124.000","292.000","1.000","15.300","0.990","891.800","","0.500","-99.000","-99.000","-99.000","22.600","","13.900",""
"C0K440","2020-03-22 00:00:00","35.000","118.000","1.000","23.000","1.000","1011.200","","0.000","-99.000","-99.000","-99.000","26.900","","19.100",""
"C0T900","2020-03-22 00:00:00","160.000","0.000","0.100","19.700","0.900","995.400","","0.000","-99.000","-99.000","-99.000","28.100","","16.400",""
"C0F9V0","2020-03-22 00:00:00","525.000","206.000","2.600","21.200","0.880","956.300","","0.000","-99.000","-99.000","-99.000","26.900","","19.100",""
"C0UA20","2020-03-22 00:00:00","2619.000","201.000","6.200","9.000","0.930","-99.000","","0.000","-99.000","-99.000","-99.000","14.800","","5.000",""
"C0M850","2020-03-22 00:00:00","695.000","0.000","0.000","19.200","0.960","937.200","","0.000","-99.000","-99.000","-99.000","28.500","","17.700",""
