"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C670","2020-03-22 11:00:00","250.000","237.000","2.000","24.900","0.670","987.100","","0.000","-99.000","-99.000","-99.000","25.100","","19.700",""
"C0K550","2020-03-22 11:00:00","15.000","276.000","2.300","26.300","0.730","1014.700","","0.000","-99.000","-99.000","-99.000","27.400","","20.900",""
"C0R350","2020-03-22 11:00:00","35.000","322.000","2.700","28.700","0.670","1011.700","","0.000","-99.000","-99.000","-99.000","29.000","","20.400",""
"C0T9F0","2020-03-22 11:00:00","251.000","121.000","0.700","28.000","0.670","986.300","","0.000","-99.000","-99.000","-99.000","28.000","","19.900",""
"C0D390","2020-03-22 11:00:00","146.000","212.000","0.300","24.900","0.720","997.100","","0.000","-99.000","-99.000","-99.000","24.900","","19.300",""
"C0E430","2020-03-22 11:00:00","258.000","335.000","1.700","25.600","0.660","989.200","","0.000","-99.000","-99.000","-99.000","25.800","","18.100",""
"C0O990","2020-03-22 11:00:00","18.000","186.000","1.300","28.800","0.680","1013.400","","0.000","-99.000","-99.000","-99.000","28.800","","19.400",""
"CM0010","2020-03-22 11:00:00","68.000","230.000","1.500","26.700","0.590","1007.700","","0.000","-99.000","-99.000","-99.000","26.700","","20.300",""
"C0K500","2020-03-22 11:00:00","12.000","245.000","1.300","26.800","0.700","1013.700","","0.000","-99.000","-99.000","-99.000","26.800","","20.800",""
"C0X260","2020-03-22 11:00:00","39.000","268.000","1.500","27.200","0.680","1012.000","","0.000","-99.000","-99.000","-99.000","27.200","","20.800",""
"C0ACA0","2020-03-22 11:00:00","25.000","264.000","2.100","26.900","0.600","1010.900","","0.000","7.700","264.000","","26.900","","21.600",""
"C0X180","2020-03-22 11:00:00","62.000","221.000","0.900","28.400","0.660","1007.600","","0.000","-99.000","-99.000","-99.000","28.400","","20.700",""
"C0F930","2020-03-22 11:00:00","100.000","238.000","1.700","28.600","0.690","1004.200","","0.000","-99.000","-99.000","-99.000","28.600","","22.800",""
"C0I010","2020-03-22 11:00:00","1562.000","155.000","0.500","20.500","0.660","851.800","","0.000","-99.000","-99.000","-99.000","20.800","","16.300",""
"C0R190","2020-03-22 11:00:00","32.000","322.000","2.200","27.800","0.700","1011.500","","0.000","-99.000","-99.000","-99.000","27.900","","19.900",""
"C0E420","2020-03-22 11:00:00","19.000","257.000","1.200","26.400","0.660","1011.100","","0.000","-99.000","-99.000","-99.000","26.500","","22.100",""
"C0I460","2020-03-22 11:00:00","110.000","290.000","1.500","27.600","0.610","1003.600","","0.000","-99.000","-99.000","-99.000","27.600","","21.500",""
"C0A9F0","2020-03-22 11:00:00","35.000","257.000","2.200","27.500","0.610","1011.200","","0.000","-99.000","-99.000","-99.000","27.500","","22.200",""
"C0F9A0","2020-03-22 11:00:00","425.000","319.000","1.500","26.300","0.690","968.300","","0.000","-99.000","-99.000","-99.000","26.600","","20.600",""
"C0O950","2020-03-22 11:00:00","4.000","266.000","0.300","28.200","0.680","1014.600","","0.000","-99.000","-99.000","-99.000","28.700","","21.400",""
"C0M760","2020-03-22 11:00:00","40.000","231.000","1.600","27.400","0.650","1011.600","","0.000","-99.000","-99.000","-99.000","27.400","","21.200",""
"C0AH70","2020-03-22 11:00:00","34.000","259.000","1.400","27.200","0.550","1011.600","","0.000","-99.000","-99.000","-99.000","27.200","","22.000",""
"C0V250","2020-03-22 11:00:00","298.000","190.000","0.900","30.100","0.490","981.500","","0.000","-99.000","-99.000","-99.000","30.600","","18.300",""
"C0U980","2020-03-22 11:00:00","573.000","309.000","3.400","23.000","0.810","952.000","","0.000","-99.000","-99.000","-99.000","23.700","","16.500",""
"C0S740","2020-03-22 11:00:00","289.000","356.000","0.800","28.100","0.630","982.300","","0.000","-99.000","-99.000","-99.000","28.100","","19.400",""
"C0A940","2020-03-22 11:00:00","49.000","247.000","2.800","27.200","0.620","1008.700","","0.000","-99.000","-99.000","-99.000","27.600","","19.500",""
"C0A920","2020-03-22 11:00:00","196.000","243.000","4.200","26.300","0.640","991.000","","0.000","12.100","247.000","","26.300","","22.100",""
"C0T870","2020-03-22 11:00:00","135.000","155.000","0.400","27.500","0.610","998.800","","0.000","-99.000","-99.000","-99.000","27.500","","17.000",""
"C0O930","2020-03-22 11:00:00","69.000","301.000","1.100","29.300","0.660","1007.400","","0.000","-99.000","-99.000","-99.000","29.300","","19.400",""
"C0D590","2020-03-22 11:00:00","143.000","220.000","2.600","24.300","0.760","999.700","","0.000","-99.000","-99.000","-99.000","24.300","","20.800",""
"C0U990","2020-03-22 11:00:00","31.000","27.000","1.800","27.000","0.670","1012.200","","0.000","-99.000","-99.000","-99.000","27.500","","20.100",""
"C0M700","2020-03-22 11:00:00","150.000","177.000","0.700","26.900","0.680","999.500","","0.000","-99.000","-99.000","-99.000","26.900","","19.600",""
"C0A970","2020-03-22 11:00:00","96.000","99.000","1.500","28.500","0.850","1004.800","","0.000","-99.000","-99.000","-99.000","28.500","","20.700",""
"CM0110","2020-03-22 11:00:00","7.000","256.000","2.100","25.800","0.680","1015.500","","-99.000","-99.000","-99.000","-99.000","25.800","","21.800",""
"C0S940","2020-03-22 11:00:00","150.000","188.000","1.600","29.000","0.700","996.600","","0.000","-99.000","-99.000","-99.000","29.200","","21.800",""
"C0X250","2020-03-22 11:00:00","33.000","263.000","1.100","27.300","0.640","1012.100","","0.000","-99.000","-99.000","-99.000","27.400","","21.600",""
"C0K520","2020-03-22 11:00:00","10.000","280.000","2.000","26.100","0.740","1014.100","","0.000","-99.000","-99.000","-99.000","26.200","","21.100",""
"C0Z200","2020-03-22 11:00:00","153.000","108.000","0.800","26.300","0.990","998.100","","0.000","-99.000","-99.000","-99.000","26.300","","17.400",""
"C0V740","2020-03-22 11:00:00","60.000","271.000","1.800","28.000","0.620","1009.900","","0.000","-99.000","-99.000","-99.000","28.000","","20.300",""
"C0V790","2020-03-22 11:00:00","410.000","222.000","3.400","26.700","0.590","968.700","","0.000","-99.000","-99.000","-99.000","26.700","","18.800",""
"C0G860","2020-03-22 11:00:00","45.000","211.000","1.100","27.100","0.640","1011.100","","0.000","-99.000","-99.000","-99.000","27.200","","22.100",""
"C0Z250","2020-03-22 11:00:00","1124.000","125.000","0.500","24.100","0.780","891.700","","0.000","-99.000","-99.000","-99.000","24.600","","14.500",""
"C0K440","2020-03-22 11:00:00","35.000","199.000","1.500","26.300","0.730","1012.200","","0.000","-99.000","-99.000","-99.000","26.400","","21.400",""
"C0T900","2020-03-22 11:00:00","160.000","92.000","1.500","27.400","0.580","995.100","","0.000","-99.000","-99.000","-99.000","28.100","","17.900",""
"C0F9V0","2020-03-22 11:00:00","525.000","264.000","4.100","25.000","0.770","957.900","","0.000","-99.000","-99.000","-99.000","25.000","","19.700",""
"C0UA20","2020-03-22 11:00:00","2619.000","205.000","4.500","12.100","0.770","-99.000","","0.000","-99.000","-99.000","-99.000","12.100","","8.600",""
"C0M850","2020-03-22 11:00:00","695.000","0.000","0.000","25.800","0.610","937.600","","0.000","-99.000","-99.000","-99.000","26.800","","17.800",""
"C0C620","2020-03-22 11:00:00","19.000","233.000","3.500","29.000","0.650","1011.300","","0.000","-99.000","-99.000","-99.000","29.000","","20.600",""
"C0I360","2020-03-22 11:00:00","300.000","271.000","3.200","25.200","0.670","980.800","","0.000","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0M810","2020-03-22 11:00:00","1354.000","345.000","0.800","22.200","0.660","869.500","","0.000","-99.000","-99.000","-99.000","22.400","","16.200",""
"C0AC80","2020-03-22 11:00:00","40.000","202.000","2.400","26.400","0.640","1010.300","","0.000","-99.000","-99.000","-99.000","26.700","","19.600",""
"CM0140","2020-03-22 11:00:00","26.000","194.000","1.600","26.900","0.650","1011.900","","0.000","-99.000","-99.000","-99.000","27.400","","23.300",""
"C0SA20","2020-03-22 11:00:00","857.000","239.000","0.900","27.400","0.530","919.000","","0.000","-99.000","-99.000","-99.000","27.400","","16.800",""
"C0K490","2020-03-22 11:00:00","91.000","318.000","2.300","26.600","0.670","1005.200","","0.000","-99.000","-99.000","-99.000","26.700","","20.500",""
"C0V820","2020-03-22 11:00:00","441.000","255.000","1.200","27.500","0.590","968.100","","0.000","-99.000","-99.000","-99.000","27.500","","17.500",""
"C0S810","2020-03-22 11:00:00","65.000","179.000","2.200","28.900","0.670","1009.100","","0.000","-99.000","-99.000","-99.000","29.100","","22.300",""
"C0R580","2020-03-22 11:00:00","10.000","358.000","2.700","27.900","0.700","1014.400","","0.000","-99.000","-99.000","-99.000","27.900","","21.000",""
"C0Z330","2020-03-22 11:00:00","488.000","349.000","1.300","27.600","0.610","961.500","","0.000","-99.000","-99.000","-99.000","27.800","","19.000",""
"C0E590","2020-03-22 11:00:00","40.000","220.000","3.400","27.000","0.670","1010.300","","0.000","-99.000","-99.000","-99.000","27.100","","21.800",""
"C0D540","2020-03-22 11:00:00","227.000","252.000","0.600","25.900","0.690","990.000","","0.500","-99.000","-99.000","-99.000","25.900","","19.100",""
"C0K420","2020-03-22 11:00:00","42.000","286.000","1.100","26.500","0.650","1011.100","","0.000","-99.000","-99.000","-99.000","26.500","","21.200",""
"C0Z180","2020-03-22 11:00:00","34.000","77.000","1.900","26.700","0.640","1010.500","","0.000","-99.000","-99.000","-99.000","27.300","","20.400",""
"C0AD10","2020-03-22 11:00:00","27.000","230.000","3.200","27.600","0.590","1011.600","","0.000","-99.000","-99.000","-99.000","27.600","","21.500",""
"C0M720","2020-03-22 11:00:00","225.000","258.000","0.400","26.900","0.650","990.200","","0.000","-99.000","-99.000","-99.000","26.900","","20.300",""
"C0V450","2020-03-22 11:00:00","51.000","355.000","2.500","28.800","0.530","1009.700","","0.000","-99.000","-99.000","-99.000","28.800","","20.500",""
"C0R280","2020-03-22 11:00:00","242.000","258.000","1.600","26.400","0.730","987.900","","0.000","-99.000","-99.000","-99.000","26.700","","20.500",""
"C0E610","2020-03-22 11:00:00","850.000","239.000","0.300","22.000","0.760","922.300","","0.000","-99.000","-99.000","-99.000","22.700","","16.800",""
"C0V610","2020-03-22 11:00:00","22.000","255.000","3.100","27.000","0.670","1013.300","","0.000","-99.000","-99.000","-99.000","27.000","","22.000",""
"C0Z310","2020-03-22 11:00:00","59.000","152.000","1.500","26.200","0.720","1008.700","","0.000","-99.000","-99.000","-99.000","27.000","","21.200",""
"C0S700","2020-03-22 11:00:00","507.000","55.000","0.900","25.200","0.760","957.700","","0.000","-99.000","-99.000","-99.000","25.200","","17.200",""
"C0T9G0","2020-03-22 11:00:00","605.000","43.000","0.800","24.400","0.930","949.100","","0.000","-99.000","-99.000","-99.000","24.700","","18.500",""
"C0U520","2020-03-22 11:00:00","517.000","49.000","0.500","25.400","0.990","959.200","","0.000","-99.000","-99.000","-99.000","26.500","","16.900",""
"C0E750","2020-03-22 11:00:00","62.000","233.000","2.900","26.600","0.640","1007.500","","0.000","-99.000","-99.000","-99.000","26.600","","22.700",""
"C0G660","2020-03-22 11:00:00","27.000","253.000","2.400","28.100","0.690","1014.400","","0.000","-99.000","-99.000","-99.000","28.500","","21.300",""
"C0U720","2020-03-22 11:00:00","1260.000","49.000","2.100","22.000","0.990","889.100","","0.000","-99.000","-99.000","-99.000","22.200","","15.800",""
"C0R690","2020-03-22 11:00:00","248.000","297.000","1.600","26.700","0.710","986.700","","0.000","7.300","285.000","","27.100","","20.600",""
"C0X150","2020-03-22 11:00:00","18.000","241.000","0.700","28.600","0.650","1015.100","","0.000","-99.000","-99.000","-99.000","28.600","","22.100",""
"C0Z050","2020-03-22 11:00:00","830.000","118.000","0.300","24.500","0.630","924.100","","0.000","-99.000","-99.000","-99.000","24.500","","16.800",""
"C0I490","2020-03-22 11:00:00","1601.000","260.000","1.800","23.100","0.590","845.500","","0.000","-99.000","-99.000","-99.000","23.300","","16.800",""
"C0I090","2020-03-22 11:00:00","910.000","346.000","1.100","22.400","0.870","916.100","","0.000","-99.000","-99.000","-99.000","22.400","","16.600",""
"C0X240","2020-03-22 11:00:00","394.000","227.000","0.700","25.900","0.700","972.200","","0.000","-99.000","-99.000","-99.000","25.900","","18.100",""
"C0S990","2020-03-22 11:00:00","409.000","228.000","3.700","28.400","0.590","968.300","","0.000","-99.000","-99.000","-99.000","28.400","","20.600",""
"C0E850","2020-03-22 11:00:00","104.000","256.000","3.000","25.800","0.680","1002.700","","0.000","9.600","232.000","","25.900","","18.500",""
"C0T9B0","2020-03-22 11:00:00","558.000","107.000","0.900","24.400","0.750","953.600","","0.000","-99.000","-99.000","-99.000","24.900","","19.000",""
"C0G650","2020-03-22 11:00:00","34.000","169.000","0.900","28.400","0.650","1012.100","","0.000","-99.000","-99.000","-99.000","28.400","","22.400",""
"C0K580","2020-03-22 11:00:00","26.000","235.000","2.200","26.700","0.820","1014.500","","0.000","-99.000","-99.000","-99.000","26.700","","20.400",""
"C0X050","2020-03-22 11:00:00","25.000","232.000","1.500","28.000","0.670","1012.000","","0.000","-99.000","-99.000","-99.000","28.300","","20.500",""
"CM0100","2020-03-22 11:00:00","25.000","280.000","2.400","26.000","0.640","1012.200","","0.000","8.100","283.000","","26.000","","20.800",""
"C0AC70","2020-03-22 11:00:00","71.000","226.000","0.500","26.800","0.630","1007.000","","0.000","-99.000","-99.000","-99.000","26.800","","21.100",""
"CM0130","2020-03-22 11:00:00","11.000","295.000","2.500","25.300","0.730","1015.700","","0.000","-99.000","-99.000","-99.000","25.300","","22.900",""
"C0W110","2020-03-22 11:00:00","16.000","192.000","6.100","21.700","0.810","1012.100","","0.000","12.300","198.000","","21.700","","16.900",""
"C0R670","2020-03-22 11:00:00","26.000","312.000","2.300","27.500","0.720","1014.000","","0.000","-99.000","-99.000","-99.000","27.600","","21.600",""
"C0X120","2020-03-22 11:00:00","28.000","236.000","1.500","27.800","0.670","1013.800","","0.000","-99.000","-99.000","-99.000","28.100","","22.100",""
"C0R100","2020-03-22 11:00:00","1006.000","146.000","0.900","23.600","0.780","906.200","","0.000","-99.000","-99.000","-99.000","24.000","","16.400",""
"C0C700","2020-03-22 11:00:00","151.000","259.000","2.100","26.700","0.590","998.100","","0.000","10.000","275.000","","26.700","","21.000",""
"C0AI40","2020-03-22 11:00:00","37.000","254.000","4.900","27.300","0.570","1011.100","","0.000","-99.000","-99.000","-99.000","27.300","","22.700",""
"C0C460","2020-03-22 11:00:00","482.000","0.000","0.000","23.200","0.730","961.900","","0.000","-99.000","-99.000","-99.000","23.200","","17.300",""
"C0E520","2020-03-22 11:00:00","320.000","218.000","2.600","25.600","0.690","980.300","","0.000","-99.000","-99.000","-99.000","25.900","","19.900",""
"C0T9D0","2020-03-22 11:00:00","7.000","62.000","0.500","28.100","0.680","1015.200","","0.000","-99.000","-99.000","-99.000","28.300","","20.300",""
"C0I390","2020-03-22 11:00:00","1184.000","250.000","1.200","21.400","0.710","889.200","","0.000","-99.000","-99.000","-99.000","21.400","","14.800",""
"C0B020","2020-03-22 11:00:00","86.000","183.000","5.700","25.700","0.680","1003.000","","0.000","-99.000","-99.000","-99.000","26.000","","21.700",""
"C0F860","2020-03-22 11:00:00","2215.000","216.000","2.900","15.500","0.750","784.500","","0.000","-99.000","-99.000","-99.000","16.300","","12.800",""
"C0U890","2020-03-22 11:00:00","116.000","77.000","2.500","26.500","0.810","1002.500","","0.000","-99.000","-99.000","-99.000","26.500","","19.600",""
"C0G800","2020-03-22 11:00:00","15.000","237.000","2.800","26.000","0.840","1014.200","","0.000","-99.000","-99.000","-99.000","26.000","","21.300",""
"C0F850","2020-03-22 11:00:00","379.000","230.000","1.800","25.500","0.650","972.400","","0.000","-99.000","-99.000","-99.000","25.600","","19.100",""
"C0AH50","2020-03-22 11:00:00","275.000","248.000","3.300","25.400","0.710","983.500","","0.000","11.000","238.000","","25.400","","20.900",""
"C0Z160","2020-03-22 11:00:00","124.000","65.000","0.800","27.400","0.600","1003.500","","0.000","-99.000","-99.000","-99.000","27.400","","18.500",""
"C0R540","2020-03-22 11:00:00","17.000","351.000","2.900","28.500","0.640","1013.400","","0.000","-99.000","-99.000","-99.000","28.500","","21.400",""
"C0K480","2020-03-22 11:00:00","56.000","276.000","2.200","26.000","0.730","1009.400","","0.000","-99.000","-99.000","-99.000","26.400","","21.300",""
"C0H890","2020-03-22 11:00:00","440.000","269.000","0.600","25.500","0.650","965.500","","0.000","-99.000","-99.000","-99.000","25.500","","18.600",""
"C0S770","2020-03-22 11:00:00","375.000","114.000","0.400","27.300","0.690","970.600","","0.000","-99.000","-99.000","-99.000","27.300","","18.100",""
"C0X230","2020-03-22 11:00:00","29.000","219.000","1.100","28.100","0.620","1013.900","","0.000","-99.000","-99.000","-99.000","28.100","","20.800",""
"C0B010","2020-03-22 11:00:00","38.000","226.000","4.800","26.700","0.660","1007.900","","0.000","11.300","258.000","","26.700","","20.100",""
"C0R490","2020-03-22 11:00:00","49.000","277.000","2.000","28.200","0.610","1009.600","","0.000","-99.000","-99.000","-99.000","28.200","","21.200",""
"C0V440","2020-03-22 11:00:00","27.000","303.000","1.800","28.600","0.570","1012.300","","0.000","-99.000","-99.000","-99.000","28.600","","20.900",""
"C0SA40","2020-03-22 11:00:00","200.000","66.000","1.100","28.100","0.620","991.400","","0.000","-99.000","-99.000","-99.000","28.700","","19.100",""
"C0Z280","2020-03-22 11:00:00","224.000","66.000","0.900","27.100","0.670","989.900","","0.000","-99.000","-99.000","-99.000","27.800","","18.100",""
"C0Z070","2020-03-22 11:00:00","247.000","7.000","0.800","26.800","0.670","985.700","","0.000","-99.000","-99.000","-99.000","26.800","","18.000",""
"CM0180","2020-03-22 11:00:00","313.000","184.000","0.400","28.300","0.600","981.200","","0.000","-99.000","-99.000","-99.000","28.300","","18.700",""
"C0T9N0","2020-03-22 11:00:00","261.000","12.000","1.300","27.100","0.660","984.600","","0.000","-99.000","-99.000","-99.000","27.100","","20.700",""
"C0K470","2020-03-22 11:00:00","97.000","248.000","1.500","26.200","0.750","1004.800","","0.000","-99.000","-99.000","-99.000","26.200","","19.800",""
"C0R720","2020-03-22 11:00:00","214.000","278.000","8.000","27.100","0.650","989.500","","0.000","14.700","263.000","","27.100","","20.800",""
"C0V650","2020-03-22 11:00:00","28.000","280.000","2.800","27.100","0.650","1014.700","","0.000","-99.000","-99.000","-99.000","27.100","","21.700",""
"C0H9C0","2020-03-22 11:00:00","3402.000","307.000","1.300","5.100","0.960","679.100","","0.000","-99.000","-99.000","-99.000","5.800","","3.700",""
"C0U780","2020-03-22 11:00:00","15.000","50.000","1.200","27.000","0.690","1013.500","","0.000","-99.000","-99.000","-99.000","27.200","","20.400",""
"C0U760","2020-03-22 11:00:00","22.000","151.000","0.800","27.400","0.640","1013.600","","0.000","-99.000","-99.000","-99.000","27.900","","19.300",""
"C0X290","2020-03-22 11:00:00","10.000","274.000","1.000","26.300","0.720","1014.900","","0.000","-99.000","-99.000","-99.000","27.100","","22.000",""
"C0E830","2020-03-22 11:00:00","37.000","213.000","4.600","26.000","0.680","1011.200","","0.000","-99.000","-99.000","-99.000","26.000","","22.200",""
"C0K330","2020-03-22 11:00:00","38.000","262.000","0.700","27.100","0.670","1011.400","","0.000","-99.000","-99.000","-99.000","27.500","","21.100",""
"C0M660","2020-03-22 11:00:00","40.000","236.000","1.600","26.400","0.720","1012.000","","0.000","-99.000","-99.000","-99.000","26.400","","20.800",""
"C0D580","2020-03-22 11:00:00","120.000","303.000","0.500","25.600","0.710","1001.400","","0.000","-99.000","-99.000","-99.000","25.600","","17.800",""
"C0R640","2020-03-22 11:00:00","21.000","283.000","3.600","27.100","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","27.600","","22.300",""
"C0E810","2020-03-22 11:00:00","53.000","205.000","1.300","26.200","0.730","1010.000","","0.000","7.900","210.000","","26.300","","20.500",""
"C0G830","2020-03-22 11:00:00","27.000","259.000","2.400","26.100","0.840","1011.800","","0.000","-99.000","-99.000","-99.000","26.100","","21.300",""
"C0A550","2020-03-22 11:00:00","422.000","322.000","0.300","23.000","0.870","968.400","","0.000","-99.000","-99.000","-99.000","24.700","","16.600",""
"C0G750","2020-03-22 11:00:00","31.000","255.000","1.200","26.200","0.740","1013.500","","-99.000","-99.000","-99.000","-99.000","26.600","","20.900",""
"C0Z270","2020-03-22 11:00:00","343.000","350.000","0.800","24.700","0.770","976.500","","0.000","-99.000","-99.000","-99.000","24.900","","18.700",""
"C0UA30","2020-03-22 11:00:00","1397.000","75.000","0.900","22.300","0.800","863.200","","0.000","-99.000","-99.000","-99.000","22.300","","16.800",""
"C0I080","2020-03-22 11:00:00","536.000","61.000","0.300","25.600","0.640","958.200","","0.000","-99.000","-99.000","-99.000","26.100","","17.200",""
"C0UA00","2020-03-22 11:00:00","392.000","121.000","0.600","27.800","0.590","971.400","","0.000","-99.000","-99.000","-99.000","27.900","","16.700",""
"C0AD40","2020-03-22 11:00:00","32.000","220.000","2.000","26.600","0.630","1011.400","","0.000","-99.000","-99.000","-99.000","26.600","","19.600",""
"C0G900","2020-03-22 11:00:00","20.000","214.000","3.000","26.100","0.780","1012.600","","0.000","-99.000","-99.000","-99.000","26.100","","22.500",""
"C0S660","2020-03-22 11:00:00","794.000","46.000","1.500","24.900","0.640","927.700","","0.000","-99.000","-99.000","-99.000","25.300","","14.900",""
"C0M640","2020-03-22 11:00:00","155.000","318.000","0.800","26.800","0.680","998.000","","0.000","-99.000","-99.000","-99.000","26.800","","20.700",""
"C0R660","2020-03-22 11:00:00","20.000","27.000","3.500","28.100","0.630","1013.800","","0.000","-99.000","-99.000","-99.000","28.100","","21.200",""
"C0UA10","2020-03-22 11:00:00","1711.000","0.000","0.200","20.000","0.870","834.500","","0.000","-99.000","-99.000","-99.000","21.400","","12.800",""
"C0V770","2020-03-22 11:00:00","26.000","297.000","1.500","28.100","0.600","1012.800","","0.000","-99.000","-99.000","-99.000","28.200","","21.600",""
"C0E730","2020-03-22 11:00:00","26.000","255.000","0.900","27.000","0.630","1010.700","","0.000","-99.000","-99.000","-99.000","27.000","","21.000",""
"C0V810","2020-03-22 11:00:00","32.000","297.000","3.200","26.300","0.670","1011.400","","0.000","-99.000","-99.000","-99.000","26.300","","22.600",""
"C0A9C0","2020-03-22 11:00:00","35.000","270.000","1.500","27.400","0.600","1011.500","","0.000","6.900","281.000","","27.400","","22.500",""
"C0X310","2020-03-22 11:00:00","9.000","287.000","2.700","25.400","0.750","1015.800","","0.000","-99.000","-99.000","-99.000","25.900","","22.500",""
"C0K280","2020-03-22 11:00:00","23.000","217.000","2.100","27.300","0.700","1015.700","","0.000","-99.000","-99.000","-99.000","27.300","","20.200",""
"C0M650","2020-03-22 11:00:00","20.000","263.000","0.800","27.000","0.680","1014.200","","0.000","-99.000","-99.000","-99.000","27.100","","20.800",""
"C0S910","2020-03-22 11:00:00","212.000","8.000","0.700","25.300","0.990","992.100","","0.000","6.100","360.000","","25.800","","22.800",""
"C0D570","2020-03-22 11:00:00","15.000","221.000","1.000","26.400","0.730","1013.600","","0.000","-99.000","-99.000","-99.000","26.400","","21.600",""
"C0M710","2020-03-22 11:00:00","15.000","296.000","1.600","25.000","0.800","1014.700","","0.000","-99.000","-99.000","-99.000","26.400","","21.900",""
"C0V490","2020-03-22 11:00:00","20.000","356.000","2.100","27.200","0.630","1013.900","","0.000","-99.000","-99.000","-99.000","27.600","","23.700",""
"C0E870","2020-03-22 11:00:00","34.000","246.000","2.800","26.600","0.650","1013.000","","0.000","-99.000","-99.000","-99.000","26.600","","22.700",""
"C0M800","2020-03-22 11:00:00","440.000","224.000","1.000","27.200","0.560","966.600","","0.000","-99.000","-99.000","-99.000","27.200","","18.100",""
"C0A570","2020-03-22 11:00:00","360.000","0.000","0.000","23.300","0.790","975.000","","0.000","-99.000","-99.000","-99.000","23.600","","18.200",""
"C0S790","2020-03-22 11:00:00","236.000","68.000","0.900","29.600","0.600","988.200","","0.000","-99.000","-99.000","-99.000","29.600","","19.600",""
"C0Z080","2020-03-22 11:00:00","298.000","32.000","0.300","30.100","0.610","980.800","","0.000","-99.000","-99.000","-99.000","30.100","","17.400",""
"C0G640","2020-03-22 11:00:00","17.000","236.000","1.800","26.100","0.740","1016.700","","0.000","-99.000","-99.000","-99.000","26.100","","21.600",""
"C0X200","2020-03-22 11:00:00","61.000","275.000","1.100","27.100","0.700","1008.500","","0.000","-99.000","-99.000","-99.000","27.100","","19.100",""
"C0U900","2020-03-22 11:00:00","63.000","117.000","1.900","26.400","0.670","1008.800","","0.000","-99.000","-99.000","-99.000","26.700","","19.600",""
"C0Z230","2020-03-22 11:00:00","31.000","32.000","3.000","25.100","0.740","1012.400","","0.000","-99.000","-99.000","-99.000","25.200","","21.300",""
"C0F9O0","2020-03-22 11:00:00","175.000","256.000","0.300","26.900","0.680","995.900","","0.000","-99.000","-99.000","-99.000","26.900","","21.900",""
"C0C540","2020-03-22 11:00:00","46.000","241.000","5.400","27.800","0.620","1009.400","","0.000","10.900","236.000","","27.800","","20.500",""
"C0G770","2020-03-22 11:00:00","15.000","278.000","1.200","26.400","0.740","1014.200","","0.000","-99.000","-99.000","-99.000","26.600","","22.100",""
"C0V670","2020-03-22 11:00:00","20.000","259.000","2.000","27.700","0.620","1013.500","","0.000","-99.000","-99.000","-99.000","27.700","","23.100",""
"C0A870","2020-03-22 11:00:00","685.000","258.000","8.400","21.600","0.840","936.100","","0.000","16.000","274.000","","21.600","","18.000",""
"C0R220","2020-03-22 11:00:00","23.000","19.000","1.500","28.300","0.720","1013.400","","0.000","-99.000","-99.000","-99.000","28.300","","21.000",""
"C0Z220","2020-03-22 11:00:00","589.000","44.000","0.500","24.900","0.750","950.500","","0.000","-99.000","-99.000","-99.000","25.000","","17.600",""
"C0D560","2020-03-22 11:00:00","147.000","229.000","2.400","27.300","0.610","998.700","","0.000","-99.000","-99.000","-99.000","27.300","","20.000",""
"C0I380","2020-03-22 11:00:00","258.000","262.000","2.100","27.200","0.630","985.700","","0.000","-99.000","-99.000","-99.000","27.200","","19.400",""
"C0Z020","2020-03-22 11:00:00","211.000","29.000","3.400","25.600","0.790","989.100","","0.000","-99.000","-99.000","-99.000","25.800","","20.100",""
"C0Z190","2020-03-22 11:00:00","62.000","115.000","2.600","26.300","0.800","1007.900","","0.000","-99.000","-99.000","-99.000","27.000","","21.000",""
"C0C710","2020-03-22 11:00:00","143.000","243.000","1.800","25.100","0.700","999.100","","0.000","-99.000","-99.000","-99.000","25.200","","18.600",""
"C0D360","2020-03-22 11:00:00","523.000","0.000","0.000","21.800","0.840","955.200","","0.000","-99.000","-99.000","-99.000","22.000","","16.600",""
"C0C680","2020-03-22 11:00:00","228.000","248.000","2.700","26.100","0.620","987.100","","0.000","9.800","241.000","","26.100","","20.200",""
"C0X140","2020-03-22 11:00:00","17.000","253.000","2.100","28.700","0.600","1013.600","","0.000","-99.000","-99.000","-99.000","28.700","","21.600",""
"C0V710","2020-03-22 11:00:00","34.000","318.000","3.000","27.400","0.650","1011.700","","0.000","-99.000","-99.000","-99.000","27.500","","23.500",""
"C0G840","2020-03-22 11:00:00","32.000","257.000","0.900","27.200","0.710","1012.000","","0.000","-99.000","-99.000","-99.000","27.200","","21.700",""
"C0S890","2020-03-22 11:00:00","238.000","187.000","0.500","28.600","0.610","989.900","","0.000","-99.000","-99.000","-99.000","28.600","","19.400",""
"C0T820","2020-03-22 11:00:00","550.000","120.000","1.600","27.500","0.540","956.100","","0.000","-99.000","-99.000","-99.000","27.500","","15.400",""
"C0F9I0","2020-03-22 11:00:00","194.000","216.000","2.600","26.200","0.690","993.400","","0.000","-99.000","-99.000","-99.000","26.200","","21.200",""
